Id,Category
1,contradiction
2,contradiction
3,contradiction
4,contradiction
5,contradiction
6,contradiction
7,contradiction
8,contradiction
9,contradiction
10,contradiction
11,contradiction
12,contradiction
13,contradiction
14,contradiction
15,contradiction
16,contradiction
17,contradiction
18,contradiction
19,contradiction
20,contradiction
21,contradiction
22,contradiction
23,contradiction
24,contradiction
25,contradiction
26,contradiction
27,contradiction
28,contradiction
29,contradiction
30,contradiction
31,contradiction
32,contradiction
33,contradiction
34,contradiction
35,contradiction
36,contradiction
37,contradiction
38,contradiction
39,contradiction
40,contradiction
41,contradiction
42,contradiction
43,contradiction
44,contradiction
45,contradiction
46,contradiction
47,contradiction
48,contradiction
49,contradiction
50,contradiction
51,contradiction
52,contradiction
53,contradiction
54,contradiction
55,contradiction
56,contradiction
57,contradiction
58,contradiction
59,contradiction
60,contradiction
61,contradiction
62,contradiction
63,contradiction
64,contradiction
65,contradiction
66,contradiction
67,contradiction
68,contradiction
69,contradiction
70,contradiction
71,contradiction
72,contradiction
73,contradiction
74,contradiction
75,contradiction
76,contradiction
77,contradiction
78,contradiction
79,contradiction
80,contradiction
81,contradiction
82,contradiction
83,contradiction
84,contradiction
85,contradiction
86,contradiction
87,contradiction
88,contradiction
89,contradiction
90,contradiction
91,contradiction
92,contradiction
93,contradiction
94,contradiction
95,contradiction
96,contradiction
97,contradiction
98,contradiction
99,contradiction
100,contradiction
101,contradiction
102,contradiction
103,contradiction
104,contradiction
105,contradiction
106,contradiction
107,contradiction
108,contradiction
109,contradiction
110,contradiction
111,contradiction
112,contradiction
113,contradiction
114,contradiction
115,contradiction
116,contradiction
117,contradiction
118,contradiction
119,contradiction
120,contradiction
121,contradiction
122,contradiction
123,contradiction
124,contradiction
125,contradiction
126,contradiction
127,contradiction
128,contradiction
129,contradiction
130,contradiction
131,contradiction
132,contradiction
133,contradiction
134,contradiction
135,contradiction
136,contradiction
137,contradiction
138,contradiction
139,contradiction
140,contradiction
141,contradiction
142,contradiction
143,contradiction
144,contradiction
145,contradiction
146,contradiction
147,contradiction
148,contradiction
149,contradiction
150,contradiction
151,contradiction
152,contradiction
153,contradiction
154,contradiction
155,contradiction
156,contradiction
157,contradiction
158,contradiction
159,contradiction
160,contradiction
161,contradiction
162,contradiction
163,contradiction
164,contradiction
165,contradiction
166,contradiction
167,contradiction
168,contradiction
169,contradiction
170,contradiction
171,contradiction
172,contradiction
173,contradiction
174,contradiction
175,contradiction
176,contradiction
177,contradiction
178,contradiction
179,contradiction
180,contradiction
181,contradiction
182,contradiction
183,contradiction
184,contradiction
185,contradiction
186,contradiction
187,contradiction
188,contradiction
189,contradiction
190,contradiction
191,contradiction
192,contradiction
193,contradiction
194,contradiction
195,contradiction
196,contradiction
197,contradiction
198,contradiction
199,contradiction
200,contradiction
201,contradiction
202,contradiction
203,contradiction
204,contradiction
205,contradiction
206,contradiction
207,contradiction
208,contradiction
209,contradiction
210,contradiction
211,contradiction
212,contradiction
213,contradiction
214,contradiction
215,contradiction
216,contradiction
217,contradiction
218,contradiction
219,contradiction
220,contradiction
221,contradiction
222,contradiction
223,contradiction
224,contradiction
225,contradiction
226,contradiction
227,contradiction
228,contradiction
229,contradiction
230,contradiction
231,contradiction
232,contradiction
233,contradiction
234,contradiction
235,contradiction
236,contradiction
237,contradiction
238,contradiction
239,contradiction
240,contradiction
241,contradiction
242,contradiction
243,contradiction
244,contradiction
245,contradiction
246,contradiction
247,contradiction
248,contradiction
249,contradiction
250,contradiction
251,contradiction
252,contradiction
253,contradiction
254,contradiction
255,contradiction
256,contradiction
257,contradiction
258,contradiction
259,contradiction
260,contradiction
261,contradiction
262,contradiction
263,contradiction
264,contradiction
265,contradiction
266,contradiction
267,contradiction
268,contradiction
269,contradiction
270,contradiction
271,contradiction
272,contradiction
273,contradiction
274,contradiction
275,contradiction
276,contradiction
277,contradiction
278,contradiction
279,contradiction
280,contradiction
281,contradiction
282,contradiction
283,contradiction
284,contradiction
285,contradiction
286,contradiction
287,contradiction
288,contradiction
289,contradiction
290,contradiction
291,contradiction
292,contradiction
293,contradiction
294,contradiction
295,contradiction
296,contradiction
297,contradiction
298,contradiction
299,contradiction
300,contradiction
301,contradiction
302,contradiction
303,contradiction
304,contradiction
305,contradiction
306,contradiction
307,contradiction
308,contradiction
309,contradiction
310,contradiction
311,contradiction
312,contradiction
313,contradiction
314,contradiction
315,contradiction
316,contradiction
317,contradiction
318,contradiction
319,contradiction
320,contradiction
321,contradiction
322,contradiction
323,contradiction
324,contradiction
325,contradiction
326,contradiction
327,contradiction
328,contradiction
329,contradiction
330,contradiction
331,contradiction
332,contradiction
333,contradiction
334,contradiction
335,contradiction
336,contradiction
337,contradiction
338,contradiction
339,contradiction
340,contradiction
341,contradiction
342,contradiction
343,contradiction
344,contradiction
345,contradiction
346,contradiction
347,contradiction
348,contradiction
349,contradiction
350,contradiction
351,contradiction
352,contradiction
353,contradiction
354,contradiction
355,contradiction
356,contradiction
357,contradiction
358,contradiction
359,contradiction
360,contradiction
361,contradiction
362,contradiction
363,contradiction
364,contradiction
365,contradiction
366,contradiction
367,contradiction
368,contradiction
369,contradiction
370,contradiction
371,contradiction
372,contradiction
373,contradiction
374,contradiction
375,contradiction
376,contradiction
377,contradiction
378,contradiction
379,contradiction
380,contradiction
381,contradiction
382,contradiction
383,contradiction
384,contradiction
385,contradiction
386,contradiction
387,contradiction
388,contradiction
389,contradiction
390,contradiction
391,contradiction
392,contradiction
393,contradiction
394,contradiction
395,contradiction
396,contradiction
397,contradiction
398,contradiction
399,contradiction
400,contradiction
401,contradiction
402,contradiction
403,contradiction
404,contradiction
405,contradiction
406,contradiction
407,contradiction
408,contradiction
409,contradiction
410,contradiction
411,contradiction
412,contradiction
413,contradiction
414,contradiction
415,contradiction
416,contradiction
417,contradiction
418,contradiction
419,contradiction
420,contradiction
421,contradiction
422,contradiction
423,contradiction
424,contradiction
425,contradiction
426,contradiction
427,contradiction
428,contradiction
429,contradiction
430,contradiction
431,contradiction
432,contradiction
433,contradiction
434,contradiction
435,contradiction
436,contradiction
437,contradiction
438,contradiction
439,contradiction
440,contradiction
441,contradiction
442,contradiction
443,contradiction
444,contradiction
445,contradiction
446,contradiction
447,contradiction
448,contradiction
449,contradiction
450,contradiction
451,contradiction
452,contradiction
453,contradiction
454,contradiction
455,contradiction
456,contradiction
457,contradiction
458,contradiction
459,contradiction
460,contradiction
461,contradiction
462,contradiction
463,contradiction
464,contradiction
465,contradiction
466,contradiction
467,contradiction
468,contradiction
469,contradiction
470,contradiction
471,contradiction
472,contradiction
473,contradiction
474,contradiction
475,contradiction
476,contradiction
477,contradiction
478,contradiction
479,contradiction
480,contradiction
481,contradiction
482,contradiction
483,contradiction
484,contradiction
485,contradiction
486,contradiction
487,contradiction
488,contradiction
489,contradiction
490,contradiction
491,contradiction
492,contradiction
493,contradiction
494,contradiction
495,contradiction
496,contradiction
497,contradiction
498,contradiction
499,contradiction
500,contradiction
501,contradiction
502,contradiction
503,contradiction
504,contradiction
505,contradiction
506,contradiction
507,contradiction
508,contradiction
509,contradiction
510,contradiction
511,contradiction
512,contradiction
513,contradiction
514,contradiction
515,contradiction
516,contradiction
517,contradiction
518,contradiction
519,contradiction
520,contradiction
521,contradiction
522,contradiction
523,contradiction
524,contradiction
525,contradiction
526,contradiction
527,contradiction
528,contradiction
529,contradiction
530,contradiction
531,contradiction
532,contradiction
533,contradiction
534,contradiction
535,contradiction
536,contradiction
537,contradiction
538,contradiction
539,contradiction
540,contradiction
541,contradiction
542,contradiction
543,contradiction
544,contradiction
545,contradiction
546,contradiction
547,contradiction
548,contradiction
549,contradiction
550,contradiction
551,contradiction
552,contradiction
553,contradiction
554,contradiction
555,contradiction
556,contradiction
557,contradiction
558,contradiction
559,contradiction
560,contradiction
561,contradiction
562,contradiction
563,contradiction
564,contradiction
565,contradiction
566,contradiction
567,contradiction
568,contradiction
569,contradiction
570,contradiction
571,contradiction
572,contradiction
573,contradiction
574,contradiction
575,contradiction
576,contradiction
577,contradiction
578,contradiction
579,contradiction
580,contradiction
581,contradiction
582,contradiction
583,contradiction
584,contradiction
585,contradiction
586,contradiction
587,contradiction
588,contradiction
589,contradiction
590,contradiction
591,contradiction
592,contradiction
593,contradiction
594,contradiction
595,contradiction
596,contradiction
597,contradiction
598,contradiction
599,contradiction
600,contradiction
601,contradiction
602,contradiction
603,contradiction
604,contradiction
605,contradiction
606,contradiction
607,contradiction
608,contradiction
609,contradiction
610,contradiction
611,contradiction
612,contradiction
613,contradiction
614,contradiction
615,contradiction
616,contradiction
617,contradiction
618,contradiction
619,contradiction
620,contradiction
621,contradiction
622,contradiction
623,contradiction
624,contradiction
625,contradiction
626,contradiction
627,contradiction
628,contradiction
629,contradiction
630,contradiction
631,contradiction
632,contradiction
633,contradiction
634,contradiction
635,contradiction
636,contradiction
637,contradiction
638,contradiction
639,contradiction
640,contradiction
641,contradiction
642,contradiction
643,contradiction
644,contradiction
645,contradiction
646,contradiction
647,contradiction
648,contradiction
649,contradiction
650,contradiction
651,contradiction
652,contradiction
653,contradiction
654,contradiction
655,contradiction
656,contradiction
657,contradiction
658,contradiction
659,contradiction
660,contradiction
661,contradiction
662,contradiction
663,contradiction
664,contradiction
665,contradiction
666,contradiction
667,contradiction
668,contradiction
669,contradiction
670,contradiction
671,contradiction
672,contradiction
673,contradiction
674,contradiction
675,contradiction
676,contradiction
677,contradiction
678,contradiction
679,contradiction
680,contradiction
681,contradiction
682,contradiction
683,contradiction
684,contradiction
685,contradiction
686,contradiction
687,contradiction
688,contradiction
689,contradiction
690,contradiction
691,contradiction
692,contradiction
693,contradiction
694,contradiction
695,contradiction
696,contradiction
697,contradiction
698,contradiction
699,contradiction
700,contradiction
701,contradiction
702,contradiction
703,contradiction
704,contradiction
705,contradiction
706,contradiction
707,contradiction
708,contradiction
709,contradiction
710,contradiction
711,contradiction
712,contradiction
713,contradiction
714,contradiction
715,contradiction
716,contradiction
717,contradiction
718,contradiction
719,contradiction
720,contradiction
721,contradiction
722,contradiction
723,contradiction
724,contradiction
725,contradiction
726,contradiction
727,contradiction
728,contradiction
729,contradiction
730,contradiction
731,contradiction
732,contradiction
733,contradiction
734,contradiction
735,contradiction
736,contradiction
737,contradiction
738,contradiction
739,contradiction
740,contradiction
741,contradiction
742,contradiction
743,contradiction
744,contradiction
745,contradiction
746,contradiction
747,contradiction
748,contradiction
749,contradiction
750,contradiction
751,contradiction
752,contradiction
753,contradiction
754,contradiction
755,contradiction
756,contradiction
757,contradiction
758,contradiction
759,contradiction
760,contradiction
761,contradiction
762,contradiction
763,contradiction
764,contradiction
765,contradiction
766,contradiction
767,contradiction
768,contradiction
769,contradiction
770,contradiction
771,contradiction
772,contradiction
773,contradiction
774,contradiction
775,contradiction
776,contradiction
777,contradiction
778,contradiction
779,contradiction
780,contradiction
781,contradiction
782,contradiction
783,contradiction
784,contradiction
785,contradiction
786,contradiction
787,contradiction
788,contradiction
789,contradiction
790,contradiction
791,contradiction
792,contradiction
793,contradiction
794,contradiction
795,contradiction
796,contradiction
797,contradiction
798,contradiction
799,contradiction
800,contradiction
801,contradiction
802,contradiction
803,contradiction
804,contradiction
805,contradiction
806,contradiction
807,contradiction
808,contradiction
809,contradiction
810,contradiction
811,contradiction
812,contradiction
813,contradiction
814,contradiction
815,contradiction
816,contradiction
817,contradiction
818,contradiction
819,contradiction
820,contradiction
821,contradiction
822,contradiction
823,contradiction
824,contradiction
825,contradiction
826,contradiction
827,contradiction
828,contradiction
829,contradiction
830,contradiction
831,contradiction
832,contradiction
833,contradiction
834,contradiction
835,contradiction
836,contradiction
837,contradiction
838,contradiction
839,contradiction
840,contradiction
841,contradiction
842,contradiction
843,contradiction
844,contradiction
845,contradiction
846,contradiction
847,contradiction
848,contradiction
849,contradiction
850,contradiction
851,contradiction
852,contradiction
853,contradiction
854,contradiction
855,contradiction
856,contradiction
857,contradiction
858,contradiction
859,contradiction
860,contradiction
861,contradiction
862,contradiction
863,contradiction
864,contradiction
865,contradiction
866,contradiction
867,contradiction
868,contradiction
869,contradiction
870,contradiction
871,contradiction
872,contradiction
873,contradiction
874,contradiction
875,contradiction
876,contradiction
877,contradiction
878,contradiction
879,contradiction
880,contradiction
881,contradiction
882,contradiction
883,contradiction
884,contradiction
885,contradiction
886,contradiction
887,contradiction
888,contradiction
889,contradiction
890,contradiction
891,contradiction
892,contradiction
893,contradiction
894,contradiction
895,contradiction
896,contradiction
897,contradiction
898,contradiction
899,contradiction
900,contradiction
901,contradiction
902,contradiction
903,contradiction
904,contradiction
905,contradiction
906,contradiction
907,contradiction
908,contradiction
909,contradiction
910,contradiction
911,contradiction
912,contradiction
913,contradiction
914,contradiction
915,contradiction
916,contradiction
917,contradiction
918,contradiction
919,contradiction
920,contradiction
921,contradiction
922,contradiction
923,contradiction
924,contradiction
925,contradiction
926,contradiction
927,contradiction
928,contradiction
929,contradiction
930,contradiction
931,contradiction
932,contradiction
933,contradiction
934,contradiction
935,contradiction
936,contradiction
937,contradiction
938,contradiction
939,contradiction
940,contradiction
941,contradiction
942,contradiction
943,contradiction
944,contradiction
945,contradiction
946,contradiction
947,contradiction
948,contradiction
949,contradiction
950,contradiction
951,contradiction
952,contradiction
953,contradiction
954,contradiction
955,contradiction
956,contradiction
957,contradiction
958,contradiction
959,contradiction
960,contradiction
961,contradiction
962,contradiction
963,contradiction
964,contradiction
965,contradiction
966,contradiction
967,contradiction
968,contradiction
969,contradiction
970,contradiction
971,contradiction
972,contradiction
973,contradiction
974,contradiction
975,contradiction
976,contradiction
977,contradiction
978,contradiction
979,contradiction
980,contradiction
981,contradiction
982,contradiction
983,contradiction
984,contradiction
985,contradiction
986,contradiction
987,contradiction
988,contradiction
989,contradiction
990,contradiction
991,contradiction
992,contradiction
993,contradiction
994,contradiction
995,contradiction
996,contradiction
997,contradiction
998,contradiction
999,contradiction
1000,contradiction
1001,contradiction
1002,contradiction
1003,contradiction
1004,contradiction
1005,contradiction
1006,contradiction
1007,contradiction
1008,contradiction
1009,contradiction
1010,contradiction
1011,contradiction
1012,contradiction
1013,contradiction
1014,contradiction
1015,contradiction
1016,contradiction
1017,contradiction
1018,contradiction
1019,contradiction
1020,contradiction
1021,contradiction
1022,contradiction
1023,contradiction
1024,contradiction
1025,contradiction
1026,contradiction
1027,contradiction
1028,contradiction
1029,contradiction
1030,contradiction
1031,contradiction
1032,contradiction
1033,contradiction
1034,contradiction
1035,contradiction
1036,contradiction
1037,contradiction
1038,contradiction
1039,contradiction
1040,contradiction
1041,contradiction
1042,contradiction
1043,contradiction
1044,contradiction
1045,contradiction
1046,contradiction
1047,contradiction
1048,contradiction
1049,contradiction
1050,contradiction
1051,contradiction
1052,contradiction
1053,contradiction
1054,contradiction
1055,contradiction
1056,contradiction
1057,contradiction
1058,contradiction
1059,contradiction
1060,contradiction
1061,contradiction
1062,contradiction
1063,contradiction
1064,contradiction
1065,contradiction
1066,contradiction
1067,contradiction
1068,contradiction
1069,contradiction
1070,contradiction
1071,contradiction
1072,contradiction
1073,contradiction
1074,contradiction
1075,contradiction
1076,contradiction
1077,contradiction
1078,contradiction
1079,contradiction
1080,contradiction
1081,contradiction
1082,contradiction
1083,contradiction
1084,contradiction
1085,contradiction
1086,contradiction
1087,contradiction
1088,contradiction
1089,contradiction
1090,contradiction
1091,contradiction
1092,contradiction
1093,contradiction
1094,contradiction
1095,contradiction
1096,contradiction
1097,contradiction
1098,contradiction
1099,contradiction
1100,contradiction
1101,contradiction
1102,contradiction
1103,contradiction
1104,contradiction
1105,contradiction
1106,contradiction
1107,contradiction
1108,contradiction
1109,contradiction
1110,contradiction
1111,contradiction
1112,contradiction
1113,contradiction
1114,contradiction
1115,contradiction
1116,contradiction
1117,contradiction
1118,contradiction
1119,contradiction
1120,contradiction
1121,contradiction
1122,contradiction
1123,contradiction
1124,contradiction
1125,contradiction
1126,contradiction
1127,contradiction
1128,contradiction
1129,contradiction
1130,contradiction
1131,contradiction
1132,contradiction
1133,contradiction
1134,contradiction
1135,contradiction
1136,contradiction
1137,contradiction
1138,contradiction
1139,contradiction
1140,contradiction
1141,contradiction
1142,contradiction
1143,contradiction
1144,contradiction
1145,contradiction
1146,contradiction
1147,contradiction
1148,contradiction
1149,contradiction
1150,contradiction
1151,contradiction
1152,contradiction
1153,contradiction
1154,contradiction
1155,contradiction
1156,contradiction
1157,contradiction
1158,contradiction
1159,contradiction
1160,contradiction
1161,contradiction
1162,contradiction
1163,contradiction
1164,contradiction
1165,contradiction
1166,contradiction
1167,contradiction
1168,contradiction
1169,contradiction
1170,contradiction
1171,contradiction
1172,contradiction
1173,contradiction
1174,contradiction
1175,contradiction
1176,contradiction
1177,contradiction
1178,contradiction
1179,contradiction
1180,contradiction
1181,contradiction
1182,contradiction
1183,contradiction
1184,contradiction
1185,contradiction
1186,contradiction
1187,contradiction
1188,contradiction
1189,contradiction
1190,contradiction
1191,contradiction
1192,contradiction
1193,contradiction
1194,contradiction
1195,contradiction
1196,contradiction
1197,contradiction
1198,contradiction
1199,contradiction
1200,contradiction
1201,contradiction
1202,contradiction
1203,contradiction
1204,contradiction
1205,contradiction
1206,contradiction
1207,contradiction
1208,contradiction
1209,contradiction
1210,contradiction
1211,contradiction
1212,contradiction
1213,contradiction
1214,contradiction
1215,contradiction
1216,contradiction
1217,contradiction
1218,contradiction
1219,contradiction
1220,contradiction
1221,contradiction
1222,contradiction
1223,contradiction
1224,contradiction
1225,contradiction
1226,contradiction
1227,contradiction
1228,contradiction
1229,contradiction
1230,contradiction
1231,contradiction
1232,contradiction
1233,contradiction
1234,contradiction
1235,contradiction
1236,contradiction
1237,contradiction
1238,contradiction
1239,contradiction
1240,contradiction
1241,contradiction
1242,contradiction
1243,contradiction
1244,contradiction
1245,contradiction
1246,contradiction
1247,contradiction
1248,contradiction
1249,contradiction
1250,contradiction
1251,contradiction
1252,contradiction
1253,contradiction
1254,contradiction
1255,contradiction
1256,contradiction
1257,contradiction
1258,contradiction
1259,contradiction
1260,contradiction
1261,contradiction
1262,contradiction
1263,contradiction
1264,contradiction
1265,contradiction
1266,contradiction
1267,contradiction
1268,contradiction
1269,contradiction
1270,contradiction
1271,contradiction
1272,contradiction
1273,contradiction
1274,contradiction
1275,contradiction
1276,contradiction
1277,contradiction
1278,contradiction
1279,contradiction
1280,contradiction
1281,contradiction
1282,contradiction
1283,contradiction
1284,contradiction
1285,contradiction
1286,contradiction
1287,contradiction
1288,contradiction
1289,contradiction
1290,contradiction
1291,contradiction
1292,contradiction
1293,contradiction
1294,contradiction
1295,contradiction
1296,contradiction
1297,contradiction
1298,contradiction
1299,contradiction
1300,contradiction
1301,contradiction
1302,contradiction
1303,contradiction
1304,contradiction
1305,contradiction
1306,contradiction
1307,contradiction
1308,contradiction
1309,contradiction
1310,contradiction
1311,contradiction
1312,contradiction
1313,contradiction
1314,contradiction
1315,contradiction
1316,contradiction
1317,contradiction
1318,contradiction
1319,contradiction
1320,contradiction
1321,contradiction
1322,contradiction
1323,contradiction
1324,contradiction
1325,contradiction
1326,contradiction
1327,contradiction
1328,contradiction
1329,contradiction
1330,contradiction
1331,contradiction
1332,contradiction
1333,contradiction
1334,contradiction
1335,contradiction
1336,contradiction
1337,contradiction
1338,contradiction
1339,contradiction
1340,contradiction
1341,contradiction
1342,contradiction
1343,contradiction
1344,contradiction
1345,contradiction
1346,contradiction
1347,contradiction
1348,contradiction
1349,contradiction
1350,contradiction
1351,contradiction
1352,contradiction
1353,contradiction
1354,contradiction
1355,contradiction
1356,contradiction
1357,contradiction
1358,contradiction
1359,contradiction
1360,contradiction
1361,contradiction
1362,contradiction
1363,contradiction
1364,contradiction
1365,contradiction
1366,contradiction
1367,contradiction
1368,contradiction
1369,contradiction
1370,contradiction
1371,contradiction
